heuristica,escala,trial,host,tempo_uso_s
PEFT,2048,7,GPU2,6.3350
PEFT,2048,7,GPU1,6.3324
PEFT,2048,7,GPU8,6.2722
PEFT,2048,8,DGX_System,5.8523
PEFT,2048,8,GPU7,5.8040
PEFT,2048,8,GPU6,5.7722
PEFT,2048,8,GPU5,5.6386
PEFT,2048,8,GPU4,5.8662
PEFT,2048,8,GPU3,5.8673
PEFT,2048,8,GPU2,5.8663
PEFT,2048,8,GPU1,5.8626
PEFT,2048,8,GPU8,5.8072
PEFT,2048,9,DGX_System,5.7413
PEFT,2048,9,GPU7,5.9734
PEFT,2048,9,GPU6,5.9687
PEFT,2048,9,GPU5,5.4896
PEFT,2048,9,GPU4,6.0348
PEFT,2048,9,GPU3,6.0348
PEFT,2048,9,GPU2,6.0256
PEFT,2048,9,GPU1,5.8677
PEFT,2048,9,GPU8,5.8947
PEFT,2048,10,DGX_System,5.3330
PEFT,2048,10,GPU7,5.0753
PEFT,2048,10,GPU6,5.1186
PEFT,2048,10,GPU5,5.0202
PEFT,2048,10,GPU4,5.3469
PEFT,2048,10,GPU3,5.3479
PEFT,2048,10,GPU2,5.3478
PEFT,2048,10,GPU1,5.3490
PEFT,2048,10,GPU8,5.2400
PEFT,256,1,DGX_System,0.8776
PEFT,256,1,GPU7,0.5744
PEFT,256,1,GPU6,0.8174
PEFT,256,1,GPU5,0.8122
PEFT,256,1,GPU4,0.8320
PEFT,256,1,GPU3,0.8171
PEFT,256,1,GPU2,0.8297
PEFT,256,1,GPU1,0.7854
PEFT,256,1,GPU8,0.8200
PEFT,256,2,DGX_System,0.7346
PEFT,256,2,GPU7,0.7292
PEFT,256,2,GPU6,0.5885
PEFT,256,2,GPU5,0.5940
PEFT,256,2,GPU4,0.7677
PEFT,256,2,GPU3,0.7618
PEFT,256,2,GPU2,0.7675
PEFT,256,2,GPU1,0.7755
PEFT,256,2,GPU8,0.7268
PEFT,256,3,DGX_System,0.8049
PEFT,256,3,GPU7,0.8016
PEFT,256,3,GPU6,0.7747
PEFT,256,3,GPU5,0.5274
PEFT,256,3,GPU4,0.8030
PEFT,256,3,GPU3,0.8080
PEFT,256,3,GPU2,0.8106
PEFT,256,3,GPU1,0.8060
PEFT,256,3,GPU8,0.8077
PEFT,256,4,DGX_System,0.4962
PEFT,256,4,GPU7,0.5065
PEFT,256,4,GPU6,0.5039
PEFT,256,4,GPU5,0.4727
PEFT,256,4,GPU4,0.5039
PEFT,256,4,GPU3,0.5137
PEFT,256,4,GPU2,0.5444
PEFT,256,4,GPU1,0.5392
PEFT,256,4,GPU8,0.5035
PEFT,256,5,DGX_System,0.7710
PEFT,256,5,GPU7,0.7310
PEFT,256,5,GPU6,0.7034
PEFT,256,5,GPU5,0.6361
PEFT,256,5,GPU4,0.7275
PEFT,256,5,GPU3,0.7848
PEFT,256,5,GPU2,0.7237
PEFT,256,5,GPU1,0.7495
PEFT,256,5,GPU8,0.7468
PEFT,256,6,DGX_System,0.7045
PEFT,256,6,GPU7,0.7065
PEFT,256,6,GPU6,0.5970
PEFT,256,6,GPU5,0.5848
PEFT,256,6,GPU4,0.7945
PEFT,256,6,GPU3,0.7476
PEFT,256,6,GPU2,0.7145
PEFT,256,6,GPU1,0.7555
PEFT,256,6,GPU8,0.6948
PEFT,256,7,DGX_System,0.5831
PEFT,256,7,GPU7,0.5494
PEFT,256,7,GPU6,0.5494
PEFT,256,7,GPU5,0.3745
PEFT,256,7,GPU4,0.6206
PEFT,256,7,GPU3,0.6061
PEFT,256,7,GPU2,0.6235
PEFT,256,7,GPU1,0.6152
PEFT,256,7,GPU8,0.5752
PEFT,256,8,DGX_System,0.7403
PEFT,256,8,GPU7,0.6902
PEFT,256,8,GPU6,0.7002
PEFT,256,8,GPU5,0.6409
PEFT,256,8,GPU4,0.7090
PEFT,256,8,GPU3,0.7139
PEFT,256,8,GPU2,0.7095
PEFT,256,8,GPU1,0.7257
PEFT,256,8,GPU8,0.7020
PEFT,256,9,DGX_System,0.7052
PEFT,256,9,GPU7,0.6947
PEFT,256,9,GPU6,0.7181
PEFT,256,9,GPU5,0.5359
PEFT,256,9,GPU4,0.7035
PEFT,256,9,GPU3,0.7242
PEFT,256,9,GPU2,0.7280
PEFT,256,9,GPU1,0.7031
PEFT,256,9,GPU8,0.7109
PEFT,256,10,DGX_System,0.7144
PEFT,256,10,GPU7,0.7098
PEFT,256,10,GPU6,0.7121
PEFT,256,10,GPU5,0.7045
PEFT,256,10,GPU4,0.7247
PEFT,256,10,GPU3,0.7296
PEFT,256,10,GPU2,0.7287
PEFT,256,10,GPU1,0.7311
PEFT,256,10,GPU8,0.7158
PEFT,1024,1,DGX_System,2.5784
PEFT,1024,1,GPU7,2.5751
PEFT,1024,1,GPU6,2.5267
PEFT,1024,1,GPU5,2.5415
PEFT,1024,1,GPU4,2.5956
PEFT,1024,1,GPU3,2.5935
PEFT,1024,1,GPU2,2.5912
PEFT,1024,1,GPU1,2.5948
PEFT,1024,1,GPU8,2.5735
PEFT,1024,2,DGX_System,2.2958
PEFT,1024,2,GPU7,2.3647
PEFT,1024,2,GPU6,2.1427
PEFT,1024,2,GPU5,2.2549
PEFT,1024,2,GPU4,2.4429
PEFT,1024,2,GPU3,2.4430
PEFT,1024,2,GPU2,2.4431
PEFT,1024,2,GPU1,2.3930
PEFT,1024,2,GPU8,1.9907
PEFT,1024,3,DGX_System,3.1375
PEFT,1024,3,GPU7,3.3123
PEFT,1024,3,GPU6,3.1794
PEFT,1024,3,GPU5,3.1443
PEFT,1024,3,GPU4,3.3497
PEFT,1024,3,GPU3,3.3515
PEFT,1024,3,GPU2,3.2396
PEFT,1024,3,GPU1,3.3505
PEFT,1024,3,GPU8,3.3152
PEFT,1024,4,DGX_System,2.9023
PEFT,1024,4,GPU7,2.8839
PEFT,1024,4,GPU6,2.8869
PEFT,1024,4,GPU5,2.7023
PEFT,1024,4,GPU4,2.9213
PEFT,1024,4,GPU3,2.9230
PEFT,1024,4,GPU2,2.8087
PEFT,1024,4,GPU1,2.9016
PEFT,1024,4,GPU8,2.8873
PEFT,1024,5,DGX_System,2.9649
PEFT,1024,5,GPU7,3.1202
PEFT,1024,5,GPU6,2.8058
PEFT,1024,5,GPU5,2.8028
PEFT,1024,5,GPU4,3.1866
PEFT,1024,5,GPU3,3.1973
PEFT,1024,5,GPU2,3.1418
PEFT,1024,5,GPU1,3.1963
PEFT,1024,5,GPU8,3.1602
PEFT,1024,6,DGX_System,2.8472
PEFT,1024,6,GPU7,2.7628
PEFT,1024,6,GPU6,2.8245
PEFT,1024,6,GPU5,2.5420
PEFT,1024,6,GPU4,2.8517
PEFT,1024,6,GPU3,2.8520
PEFT,1024,6,GPU2,2.8537
PEFT,1024,6,GPU1,2.8521
PEFT,1024,6,GPU8,2.8175
PEFT,1024,7,DGX_System,2.9577
PEFT,1024,7,GPU7,2.7804
PEFT,1024,7,GPU6,2.7314
PEFT,1024,7,GPU5,2.5887
PEFT,1024,7,GPU4,2.9606
PEFT,1024,7,GPU3,2.9616
PEFT,1024,7,GPU2,2.9710
PEFT,1024,7,GPU1,2.9265
PEFT,1024,7,GPU8,2.7018
PEFT,1024,8,DGX_System,2.9102
PEFT,1024,8,GPU7,3.0753
PEFT,1024,8,GPU6,3.0611
PEFT,1024,8,GPU5,2.9618
PEFT,1024,8,GPU4,3.1043
PEFT,1024,8,GPU3,3.1044
PEFT,1024,8,GPU2,3.0447
PEFT,1024,8,GPU1,3.1053
PEFT,1024,8,GPU8,2.9558
PEFT,1024,9,DGX_System,2.4828
PEFT,1024,9,GPU7,2.8551
PEFT,1024,9,GPU6,2.5874
PEFT,1024,9,GPU5,2.5712
PEFT,1024,9,GPU4,2.8664
PEFT,1024,9,GPU3,2.8891
PEFT,1024,9,GPU2,2.8886
PEFT,1024,9,GPU1,2.6122
PEFT,1024,9,GPU8,2.8460
PEFT,1024,10,DGX_System,2.6051
PEFT,1024,10,GPU7,2.4061
PEFT,1024,10,GPU6,2.5357
PEFT,1024,10,GPU5,2.3104
PEFT,1024,10,GPU4,2.6245
PEFT,1024,10,GPU3,2.6247
PEFT,1024,10,GPU2,2.6230
PEFT,1024,10,GPU1,2.6245
PEFT,1024,10,GPU8,2.6099
IPEFT,512,1,DGX_System,1.2967
IPEFT,512,1,GPU7,1.3021
IPEFT,512,1,GPU6,1.3271
IPEFT,512,1,GPU5,1.1868
IPEFT,512,1,GPU4,1.3805
IPEFT,512,1,GPU3,1.3197
IPEFT,512,1,GPU2,1.3534
IPEFT,512,1,GPU1,1.3245
IPEFT,512,1,GPU8,1.2360
IPEFT,512,2,DGX_System,1.2190
IPEFT,512,2,GPU7,1.5058
IPEFT,512,2,GPU6,1.1993
IPEFT,512,2,GPU5,0.9466
IPEFT,512,2,GPU4,1.5493
IPEFT,512,2,GPU3,1.5515
IPEFT,512,2,GPU2,1.5498
IPEFT,512,2,GPU1,1.5505
IPEFT,512,2,GPU8,1.4965
IPEFT,512,3,DGX_System,1.4599
IPEFT,512,3,GPU7,1.2943
IPEFT,512,3,GPU6,1.2416
IPEFT,512,3,GPU5,1.2640
IPEFT,512,3,GPU4,1.6662
IPEFT,512,3,GPU3,1.6656
IPEFT,512,3,GPU2,1.6612
IPEFT,512,3,GPU1,1.6710
IPEFT,512,3,GPU8,1.3467
IPEFT,512,4,DGX_System,1.3911
IPEFT,512,4,GPU7,1.4661
IPEFT,512,4,GPU6,1.3816
IPEFT,512,4,GPU5,1.1288
IPEFT,512,4,GPU4,1.4871
IPEFT,512,4,GPU3,1.4889
IPEFT,512,4,GPU2,1.4895
IPEFT,512,4,GPU1,1.4871
IPEFT,512,4,GPU8,1.4824
IPEFT,512,5,DGX_System,1.4383
IPEFT,512,5,GPU7,1.2915
IPEFT,512,5,GPU6,1.2347
IPEFT,512,5,GPU5,1.1923
IPEFT,512,5,GPU4,1.5435
IPEFT,512,5,GPU3,1.4289
IPEFT,512,5,GPU2,1.5465
IPEFT,512,5,GPU1,1.4786
IPEFT,512,5,GPU8,1.5095
IPEFT,512,6,DGX_System,1.2587
IPEFT,512,6,GPU7,1.1546
IPEFT,512,6,GPU6,1.1896
IPEFT,512,6,GPU5,1.0911
IPEFT,512,6,GPU4,1.4347
IPEFT,512,6,GPU3,1.3821
IPEFT,512,6,GPU2,1.4044
IPEFT,512,6,GPU1,1.4031
IPEFT,512,6,GPU8,1.3887
IPEFT,512,7,DGX_System,1.2905
IPEFT,512,7,GPU7,1.0962
IPEFT,512,7,GPU6,0.8638
IPEFT,512,7,GPU5,0.8764
IPEFT,512,7,GPU4,1.5249
IPEFT,512,7,GPU3,1.4988
IPEFT,512,7,GPU2,1.4972
IPEFT,512,7,GPU1,1.5297
IPEFT,512,7,GPU8,1.2213
IPEFT,512,8,DGX_System,1.2015
IPEFT,512,8,GPU7,1.1534
IPEFT,512,8,GPU6,1.0498
IPEFT,512,8,GPU5,0.9670
IPEFT,512,8,GPU4,1.4027
IPEFT,512,8,GPU3,1.4017
IPEFT,512,8,GPU2,1.3944
IPEFT,512,8,GPU1,1.3880
IPEFT,512,8,GPU8,1.1377
IPEFT,512,9,DGX_System,0.9701
IPEFT,512,9,GPU7,1.2961
IPEFT,512,9,GPU6,1.0176
IPEFT,512,9,GPU5,0.9417
IPEFT,512,9,GPU4,1.3340
IPEFT,512,9,GPU3,1.3542
IPEFT,512,9,GPU2,1.3421
IPEFT,512,9,GPU1,1.3344
IPEFT,512,9,GPU8,1.3098
IPEFT,512,10,DGX_System,1.4086
IPEFT,512,10,GPU7,1.4035
IPEFT,512,10,GPU6,1.1914
IPEFT,512,10,GPU5,1.1920
IPEFT,512,10,GPU4,1.3683
IPEFT,512,10,GPU3,1.4268
IPEFT,512,10,GPU2,1.4252
IPEFT,512,10,GPU1,1.4282
IPEFT,512,10,GPU8,1.4115
IPEFT,2048,1,DGX_System,5.8389
IPEFT,2048,1,GPU7,5.8374
IPEFT,2048,1,GPU6,5.6589
IPEFT,2048,1,GPU5,5.4477
IPEFT,2048,1,GPU4,5.9465
IPEFT,2048,1,GPU3,5.9506
IPEFT,2048,1,GPU2,5.9616
IPEFT,2048,1,GPU1,5.9536
IPEFT,2048,1,GPU8,5.8091
IPEFT,2048,2,DGX_System,5.8162
IPEFT,2048,2,GPU7,5.5950
IPEFT,2048,2,GPU6,5.5572
IPEFT,2048,2,GPU5,5.3671
IPEFT,2048,2,GPU4,6.0407
IPEFT,2048,2,GPU3,6.0407
IPEFT,2048,2,GPU2,6.0407
IPEFT,2048,2,GPU1,5.9972
IPEFT,2048,2,GPU8,5.9518
IPEFT,2048,3,DGX_System,6.2289
IPEFT,2048,3,GPU7,6.6090
IPEFT,2048,3,GPU6,6.2732
IPEFT,2048,3,GPU5,6.0303
IPEFT,2048,3,GPU4,6.7170
IPEFT,2048,3,GPU3,6.6975
IPEFT,2048,3,GPU2,6.7257
IPEFT,2048,3,GPU1,6.6658
IPEFT,2048,3,GPU8,6.6716
IPEFT,2048,4,DGX_System,6.0701
IPEFT,2048,4,GPU7,6.2262
IPEFT,2048,4,GPU6,6.1033
IPEFT,2048,4,GPU5,6.0660
IPEFT,2048,4,GPU4,6.3115
IPEFT,2048,4,GPU3,6.3115
IPEFT,2048,4,GPU2,6.3105
IPEFT,2048,4,GPU1,6.2647
IPEFT,2048,4,GPU8,6.2283
IPEFT,2048,5,DGX_System,6.1519
IPEFT,2048,5,GPU7,6.0255
IPEFT,2048,5,GPU6,6.1407
IPEFT,2048,5,GPU5,6.1166
IPEFT,2048,5,GPU4,6.2560
IPEFT,2048,5,GPU3,6.2529
IPEFT,2048,5,GPU2,6.2514
IPEFT,2048,5,GPU1,6.2541
IPEFT,2048,5,GPU8,6.1698
IPEFT,2048,6,DGX_System,5.8477
IPEFT,2048,6,GPU7,5.7013
IPEFT,2048,6,GPU6,5.6286
IPEFT,2048,6,GPU5,5.4889
IPEFT,2048,6,GPU4,6.0423
IPEFT,2048,6,GPU3,5.9404
IPEFT,2048,6,GPU2,6.0413
IPEFT,2048,6,GPU1,6.0405
IPEFT,2048,6,GPU8,5.8800
IPEFT,2048,7,DGX_System,5.9554
IPEFT,2048,7,GPU7,6.2246
IPEFT,2048,7,GPU6,6.0834
IPEFT,2048,7,GPU5,5.7373
IPEFT,2048,7,GPU4,6.3549
IPEFT,2048,7,GPU3,6.3540
IPEFT,2048,7,GPU2,6.3549
IPEFT,2048,7,GPU1,6.3531
IPEFT,2048,7,GPU8,6.2629
IPEFT,2048,8,DGX_System,5.7401
IPEFT,2048,8,GPU7,5.5877
IPEFT,2048,8,GPU6,5.7992
IPEFT,2048,8,GPU5,5.3733
IPEFT,2048,8,GPU4,5.9118
IPEFT,2048,8,GPU3,5.9125
IPEFT,2048,8,GPU2,5.9094
IPEFT,2048,8,GPU1,5.9064
IPEFT,2048,8,GPU8,5.8471
IPEFT,2048,9,DGX_System,5.6172
IPEFT,2048,9,GPU7,5.9689
IPEFT,2048,9,GPU6,5.9532
IPEFT,2048,9,GPU5,5.7677
IPEFT,2048,9,GPU4,6.0490
IPEFT,2048,9,GPU3,6.0490
IPEFT,2048,9,GPU2,5.9109
IPEFT,2048,9,GPU1,5.9193
IPEFT,2048,9,GPU8,5.9720
IPEFT,2048,10,DGX_System,5.1262
IPEFT,2048,10,GPU7,5.1613
IPEFT,2048,10,GPU6,4.9936
IPEFT,2048,10,GPU5,5.0108
IPEFT,2048,10,GPU4,5.3750
IPEFT,2048,10,GPU3,5.3759
IPEFT,2048,10,GPU2,5.3749
IPEFT,2048,10,GPU1,5.3750
IPEFT,2048,10,GPU8,5.2742
IPEFT,256,1,DGX_System,0.8799
IPEFT,256,1,GPU7,0.8478
IPEFT,256,1,GPU6,0.5902
IPEFT,256,1,GPU5,0.7043
IPEFT,256,1,GPU4,0.8431
IPEFT,256,1,GPU3,0.8108
IPEFT,256,1,GPU2,0.9059
IPEFT,256,1,GPU1,0.8103
IPEFT,256,1,GPU8,0.5135
IPEFT,256,2,DGX_System,0.6031
IPEFT,256,2,GPU7,0.7115
IPEFT,256,2,GPU6,0.7398
IPEFT,256,2,GPU5,0.7103
IPEFT,256,2,GPU4,0.7560
IPEFT,256,2,GPU3,0.7652
IPEFT,256,2,GPU2,0.7636
IPEFT,256,2,GPU1,0.7817
IPEFT,256,2,GPU8,0.7271
IPEFT,256,3,DGX_System,0.5313
IPEFT,256,3,GPU7,0.7960
IPEFT,256,3,GPU6,0.7814
IPEFT,256,3,GPU5,0.7241
IPEFT,256,3,GPU4,0.8124
IPEFT,256,3,GPU3,0.8344
IPEFT,256,3,GPU2,0.8362
IPEFT,256,3,GPU1,0.8324
IPEFT,256,3,GPU8,0.7856
IPEFT,256,4,DGX_System,0.4868
IPEFT,256,4,GPU7,0.5258
IPEFT,256,4,GPU6,0.4117
IPEFT,256,4,GPU5,0.4326
IPEFT,256,4,GPU4,0.5281
IPEFT,256,4,GPU3,0.5275
IPEFT,256,4,GPU2,0.5396
IPEFT,256,4,GPU1,0.5393
IPEFT,256,4,GPU8,0.5182
IPEFT,256,5,DGX_System,0.7003
IPEFT,256,5,GPU7,0.7223
IPEFT,256,5,GPU6,0.5654
IPEFT,256,5,GPU5,0.6557
IPEFT,256,5,GPU4,0.7560
IPEFT,256,5,GPU3,0.8118
IPEFT,256,5,GPU2,0.7621
IPEFT,256,5,GPU1,0.7550
IPEFT,256,5,GPU8,0.6563
IPEFT,256,6,DGX_System,0.7055
IPEFT,256,6,GPU7,0.7035
IPEFT,256,6,GPU6,0.6291
IPEFT,256,6,GPU5,0.5972
IPEFT,256,6,GPU4,0.7477
IPEFT,256,6,GPU3,0.7131
IPEFT,256,6,GPU2,0.7477
IPEFT,256,6,GPU1,0.7935
IPEFT,256,6,GPU8,0.6861
IPEFT,256,7,DGX_System,0.3735
IPEFT,256,7,GPU7,0.5834
IPEFT,256,7,GPU6,0.5774
IPEFT,256,7,GPU5,0.4797
IPEFT,256,7,GPU4,0.6037
IPEFT,256,7,GPU3,0.6511
IPEFT,256,7,GPU2,0.6310
IPEFT,256,7,GPU1,0.6319
IPEFT,256,7,GPU8,0.5939
IPEFT,256,8,DGX_System,0.7022
IPEFT,256,8,GPU7,0.7007
IPEFT,256,8,GPU6,0.6875
IPEFT,256,8,GPU5,0.6932
IPEFT,256,8,GPU4,0.7236
IPEFT,256,8,GPU3,0.7117
IPEFT,256,8,GPU2,0.7442
IPEFT,256,8,GPU1,0.7335
IPEFT,256,8,GPU8,0.5298
IPEFT,256,9,DGX_System,0.7006
IPEFT,256,9,GPU7,0.4600
IPEFT,256,9,GPU6,0.7023
IPEFT,256,9,GPU5,0.6796
IPEFT,256,9,GPU4,0.7313
IPEFT,256,9,GPU3,0.7113
IPEFT,256,9,GPU2,0.7328
IPEFT,256,9,GPU1,0.7194
IPEFT,256,9,GPU8,0.7023
IPEFT,256,10,DGX_System,0.7255
IPEFT,256,10,GPU7,0.6856
IPEFT,256,10,GPU6,0.6764
IPEFT,256,10,GPU5,0.6048
IPEFT,256,10,GPU4,0.7358
IPEFT,256,10,GPU3,0.7416
IPEFT,256,10,GPU2,0.7400
IPEFT,256,10,GPU1,0.7402
IPEFT,256,10,GPU8,0.7069
IPEFT,1024,1,DGX_System,2.5860
IPEFT,1024,1,GPU7,2.5722
IPEFT,1024,1,GPU6,2.5568
IPEFT,1024,1,GPU5,2.2409
IPEFT,1024,1,GPU4,2.6174
IPEFT,1024,1,GPU3,2.6147
IPEFT,1024,1,GPU2,2.6154
IPEFT,1024,1,GPU1,2.6167
IPEFT,1024,1,GPU8,2.5275
IPEFT,1024,2,DGX_System,2.0832
IPEFT,1024,2,GPU7,2.4076
IPEFT,1024,2,GPU6,2.0845
IPEFT,1024,2,GPU5,2.1072
IPEFT,1024,2,GPU4,2.4705
IPEFT,1024,2,GPU3,2.4717
IPEFT,1024,2,GPU2,2.4402
IPEFT,1024,2,GPU1,2.4186
IPEFT,1024,2,GPU8,2.2534
IPEFT,1024,3,DGX_System,3.0394
IPEFT,1024,3,GPU7,3.0790
IPEFT,1024,3,GPU6,3.0575
IPEFT,1024,3,GPU5,3.0648
IPEFT,1024,3,GPU4,3.3913
IPEFT,1024,3,GPU3,3.3913
IPEFT,1024,3,GPU2,3.3167
IPEFT,1024,3,GPU1,3.3775
IPEFT,1024,3,GPU8,3.2836
IPEFT,1024,4,DGX_System,2.8268
IPEFT,1024,4,GPU7,2.8873
IPEFT,1024,4,GPU6,2.4085
IPEFT,1024,4,GPU5,2.3654
IPEFT,1024,4,GPU4,2.9537
IPEFT,1024,4,GPU3,2.9548
IPEFT,1024,4,GPU2,2.9580
IPEFT,1024,4,GPU1,2.9548
IPEFT,1024,4,GPU8,2.9146
IPEFT,1024,5,DGX_System,2.8339
IPEFT,1024,5,GPU7,3.0096
IPEFT,1024,5,GPU6,2.6397
IPEFT,1024,5,GPU5,2.4994
IPEFT,1024,5,GPU4,3.2395
IPEFT,1024,5,GPU3,3.2396
IPEFT,1024,5,GPU2,3.2395
IPEFT,1024,5,GPU1,3.2383
IPEFT,1024,5,GPU8,3.1618
IPEFT,1024,6,DGX_System,2.6965
IPEFT,1024,6,GPU7,2.7293
IPEFT,1024,6,GPU6,2.6717
IPEFT,1024,6,GPU5,2.6612
IPEFT,1024,6,GPU4,2.8770
IPEFT,1024,6,GPU3,2.8764
IPEFT,1024,6,GPU2,2.8750
IPEFT,1024,6,GPU1,2.8770
IPEFT,1024,6,GPU8,2.8181
IPEFT,1024,7,DGX_System,2.8165
IPEFT,1024,7,GPU7,2.7600
IPEFT,1024,7,GPU6,2.4527
IPEFT,1024,7,GPU5,2.3490
IPEFT,1024,7,GPU4,3.0083
IPEFT,1024,7,GPU3,3.0184
IPEFT,1024,7,GPU2,2.9752
IPEFT,1024,7,GPU1,3.0045
IPEFT,1024,7,GPU8,2.8451
IPEFT,1024,8,DGX_System,2.9867
IPEFT,1024,8,GPU7,2.7293
IPEFT,1024,8,GPU6,3.0036
IPEFT,1024,8,GPU5,2.7345
IPEFT,1024,8,GPU4,3.1335
IPEFT,1024,8,GPU3,3.1336
IPEFT,1024,8,GPU2,3.0615
IPEFT,1024,8,GPU1,3.1324
IPEFT,1024,8,GPU8,3.1015
IPEFT,1024,9,DGX_System,2.3609
IPEFT,1024,9,GPU7,2.8075
IPEFT,1024,9,GPU6,2.6691
IPEFT,1024,9,GPU5,2.3683
IPEFT,1024,9,GPU4,2.8591
IPEFT,1024,9,GPU3,2.8543
IPEFT,1024,9,GPU2,2.8627
IPEFT,1024,9,GPU1,2.8030
IPEFT,1024,9,GPU8,2.8045
IPEFT,1024,10,DGX_System,2.4236
IPEFT,1024,10,GPU7,2.6270
IPEFT,1024,10,GPU6,2.2598
IPEFT,1024,10,GPU5,2.1888
IPEFT,1024,10,GPU4,2.6658
IPEFT,1024,10,GPU3,2.6654
IPEFT,1024,10,GPU2,2.6656
IPEFT,1024,10,GPU1,2.6573
IPEFT,1024,10,GPU8,2.5624
